YEAR,MN,DT,MAX,MIN,AW,RF,DRNRF(hrs),DRNRF(mnts)
1990,2,23,34.2,20.1,2,0,0,0
1990,2,24,33,19.1,4,0,0,0
1990,2,25,,,  ,,  ,  
1990,2,26,33.4,19.6,  ,0,0,0
1990,2,27,33.3,19.2,3,0,0,0
1990,2,28,33.4,20.1,3,0,0,0
1990,3,1,34,21.2,3,0,0,0
1990,3,2,34,20,3,0,0,0
1990,3,3,34.8,21.6,5,0,0,0
1990,3,4,,,  ,,  ,  
1990,3,5,34,19.8,  ,4.6,  ,  
1990,3,6,32.8,20.5,4,0,0,0
1990,3,7,32.6,22.1,5,0,0,0
1990,3,8,32.6,23,4,0,0,0
1990,3,9,33,19,6,8.6,  ,  
1990,3,10,32.2,21.1,3,0,0,0
1990,3,11,,,  ,,  ,  
1990,3,12,,19.5,  ,0,0,0
1990,3,13,32,20.2,5,0,0,0
1990,3,14,32.6,20.2,3,0,0,0
1990,3,15,34.5,22,6,0,0,0
1990,3,16,34.2,20.6,7,0,0,0
1990,3,17,32.4,17.5,6,0,0,0
1990,3,18,,,  ,,  ,  
1990,3,19,31,17.2,  ,0,0,0
1990,3,20,32.4,18.4,6,0,0,0
1990,3,21,33.2,19.5,7,0,0,0
1990,3,22,35.6,19.7,4,0,0,0
1990,3,23,35.2,22,3,0,0,0
1990,3,24,35.2,22.6,2,0,0,0
1990,3,25,,,  ,,  ,  
1990,3,26,35,22.1,  ,0,0,0
1990,3,27,,,  ,,  ,  
1990,3,28,36.2,22.4,  ,0,0,0
1990,3,29,36,23.6,5,0,0,0
1990,3,30,34,19.7,6,2.2,  ,  
1990,3,31,35.2,22.7,3,0,0,0
1990,4,1,,,  ,,  ,  
1990,4,2,36.2,21.2,  ,0,0,0
1990,4,3,36.4,23.1,8,0,0,0
1990,4,4,37.5,23.1,7,0,0,0
1990,4,5,37.4,23.6,6,0,0,0
1990,4,6,36.4,22.1,9,0,0,0
1990,4,7,35.2,21,5,0,0,0
1990,4,8,,,  ,,  ,  
1990,4,9,35.2,22.1,  ,0,0,0
1990,4,10,35.2,23.1,5,0,0,0
1990,4,11,36.2,23.4,5,0,0,0
1990,4,12,36.4,23.5,3,0,0,0
1990,4,13,,,  ,,  ,  
1990,4,14,37.2,23.8,  ,0,0,0
1990,4,15,,,  ,,  ,  
1990,4,16,38.1,22.8,  ,0,0,0
1990,4,17,36.4,22.5,8,0,0,0
1990,4,18,34.8,22.6,3,0,0,0
1990,4,19,36.6,22.1,5,0,0,0
1990,4,20,37.8,24.1,6,0,0,0
1990,4,21,38,24.8,7,0,0,0
1990,4,22,,,  ,,  ,  
1990,4,23,38,24.6,  ,0,0,0
1990,4,24,38.9,24,3,0,0,0
1990,4,25,38.4,24.2,6,0,0,0
1990,4,26,37.8,23,7,0,0,0
1990,4,27,37.5,22,7,0,0,0
1990,4,28,37.8,21.2,10,0,0,0
1990,4,29,,,  ,,  ,  
1990,4,30,36.4,22.2,  ,0,0,0
1990,5,1,,,  ,,  ,  
1990,5,2,35.2,22.5,14,0,0,0
1990,5,3,35.2,22.5,6,0,0,0
1990,5,4,35.8,22.7,5,0,0,0
1990,5,5,36,22.6,4,0,0,0
1990,5,6,,,  ,,  ,  
1990,5,7,34.8,22,  ,0,0,0
1990,5,8,27.4,19.6,12,5.8,1,13
1990,5,9,27,21.8,16,0.2,0,2
1990,5,10,30.4,23.8,9,0.2,0,7
1990,5,11,34,22.4,6,14.8,3,22
1990,5,12,32.8,20.8,3,30.6,2,7
1990,5,13,29.2,22,2,0.5,0,0
1990,5,14,32,23.5,4,0,0,0
1990,5,15,33.4,24.1,5,0,0,0
1990,5,16,35,24.1,6,0,0,0
1990,5,17,35.4,25.1,8,0,0,0
1990,5,18,35.4,23.8,9,0,0,0
1990,5,19,34,24,5,0.6,0,10
1990,5,20,33.2,21.1,5,32.2,6,13
1990,5,21,35.4,23,13,0,0,0
1990,5,22,34.2,22,11,2,1,3
1990,5,23,31.8,21.8,10,3.8,2,40
1990,5,24,33,21.5,7,10.2,2,32
1990,5,25,31.6,22.5,5,0,0,0
1990,5,26,32,23.2,4,0,1,35
1990,5,27,31.4,20.8,4,15,2,44
1990,5,28,31.8,21.2,8,3,1,18
1990,5,29,30.2,22,9,0,0,0
1990,5,30,31.8,21.8,14,0,0,0
1990,5,31,32.5,22.5,10,0,0,0
1990,6,1,32.4,22.6,11,0,0,0
1990,6,2,33.4,23,10,1,0,5
1990,6,3,33.2,22.4,8,0,0,0
1990,6,4,32,22.8,9,0,0,0
1990,6,5,32,22.6,14,0,0,0
1990,6,6,32,22.7,10,0,0,0
1990,6,7,33.4,23,8,0,0,0
1990,6,8,34,23,7,0,0,0
1990,6,9,32.2,22.2,8,1.2,0,45
1990,6,10,30.6,20.7,9,8.5,1,45
1990,6,11,30.8,21.8,14,0,0,0
1990,6,12,30.8,21.8,14,0,0,0
1990,6,13,31,22.5,11,0.4,0,5
1990,6,14,29.2,21.5,8,2.6,0,40
1990,6,15,31,20.5,16,8.6,0,35
1990,6,16,30.4,22.1,12,1.8,0,7
1990,6,17,30.1,21.8,19,0,0,0
1990,6,18,30.2,21.6,10,0,0,0
1990,6,19,32.8,22,15,0,0,0
1990,6,20,32.2,22.2,12,1,0,10
1990,6,21,32.2,21.7,13,1.2,0,10
1990,6,22,33,22.5,14,0,0,0
1990,6,23,32,22,11,0.4,0,2
1990,6,24,33.8,22.1,11,0,0,0
1990,6,25,32,22.6,10,0,0,0
1990,6,26,32,22.5,9,0,0,0
1990,6,27,31.4,22.1,10,0,0,0
1990,6,28,32,22.1,9,0,0,0
1990,6,29,32,22.5,11,0,0,0
1990,6,30,30,21.7,10,2.4,1,20
1990,7,1,32.5,21.7,12,0,0,0
1990,7,2,31.4,22.1,12,0,0,0
1990,7,3,31.8,22,17,2.2,0,10
1990,7,4,31,21.7,9,0.2,0,15
1990,7,5,32.6,21.1,9,0.2,2,55
1990,7,6,32.6,20.5,4,16.5,4,20
1990,7,7,33,21.6,2,1,1,40
1990,7,8,30.8,20.8,4,17.6,2,55
1990,7,9,26.7,20.4,7,0,0,0
1990,7,10,29.9,20.2,6,7.8,2,40
1990,7,11,30.8,21.1,9,0.3,0,10
1990,7,12,29.2,21.1,11,0,0,0
1990,7,13,26.2,20.6,10,0,0,0
1990,7,14,30.2,21.1,11,0,0,0
1990,7,15,31.4,21,14,0,0,0
1990,7,16,28.8,21,10,0,0,0
1990,7,17,29.6,21.6,10,0,0,0
1990,7,18,31.8,21,5,5.4,0,35
1990,7,19,30.9,21.4,9,6.6,2,25
1990,7,20,30.2,21,8,4.4,0,20
1990,7,21,31.4,21.2,11,0,0,0
1990,7,22,29.4,21.5,13,0,0,0
1990,7,23,28.2,21.4,14,0.2,0,5
1990,7,24,30,21,14,0,0,0
1990,7,25,32,21,11,1.2,0,5
1990,7,26,31.2,20.6,11,0,0,0
1990,7,27,31.8,21.8,11,0,0,0
1990,7,28,33.8,22.2,7,0,0,0
1990,7,29,33.6,22.3,6,0,0,0
1990,7,30,33,22.2,5,0,0,0
1990,7,31,33.8,22.5,17,0,0,0
1990,8,1,32.6,22,14,0,0,0
1990,8,2,32,22.2,10,0,0,0
1990,8,3,32.6,21.6,12,0,0,0
1990,8,4,31,22.1,10,0.6,0,17
1990,8,5,31,21.7,10,2.2,0,55
1990,8,6,32,21.5,10,0.5,0,20
1990,8,7,31.6,19.5,11,23.8,6,35
1990,8,8,,21,8,0,0,0
1990,8,9,26.1,19.7,7,4.5,1,48
1990,8,10,24.2,19.7,4,15,3,30
1990,8,11,27.9,20.6,8,0.5,2,50
1990,8,12,28.4,21.1,12,0,0,0
1990,8,13,29,21.5,15,0.2,0,30
1990,8,14,26.4,22.4,14,0,0,0
1990,8,15,24.8,20.5,11,2.2,0,46
1990,8,16,25.3,21.1,16,0,0,0
1990,8,17,28.2,21.1,14,0,0,0
1990,8,18,29.2,21,11,0,0,0
1990,8,19,30.2,21,7,0,0,0
1990,8,20,31.2,21.4,15,0,0,0
1990,8,21,30.8,20.7,14,0.2,0,5
1990,8,22,31,21.7,16,0,0,0
1990,8,23,30.2,21.7,13,0.2,0,2
1990,8,24,30.4,21.2,11,0.3,0,10
1990,8,25,31.2,21.1,7,1.2,0,10
1990,8,26,32.4,21.4,10,0,0,0
1990,8,27,31.8,21.4,11,0.2,0,15
1990,8,28,28.2,21.4,9,0,0,0
1990,8,29,32.4,21.8,12,0,0,0
1990,8,30,31.2,21.4,13,1.2,0,5
1990,8,31,32,21,12,0,0,0
1990,9,1,32.2,21.1,11,0.2,0,7
1990,9,2,32.2,21.6,9,0,0,0
1990,9,3,32.2,21.5,9,0,0,0
1990,9,4,32,22.1,11,0,0,0
1990,9,5,31.2,21.6,10,0,0,10
1990,9,6,32.4,21.7,9,0.5,0,10
1990,9,7,31.4,21.1,7,4.8,1,15
1990,9,8,31.6,19.5,4,46.2,9,40
1990,9,9,30,19.7,4,36.4,5,25
1990,9,10,27.4,20.7,4,0,0,0
1990,9,11,,,  ,,  ,  
1990,9,12,30,21,  ,0,0,0
1990,9,13,29.8,21,8,0,0,0
1990,9,14,29,21.6,10,0,0,0
1990,9,15,30,20.4,4,0,0,0
1990,9,16,31,19.7,3,53.7,5,45
1990,9,17,29.8,20.1,3,29,1,20
1990,9,18,29.8,20.2,4,16.8,0,40
1990,9,19,30,20.1,3,0,0,0
1990,9,20,28.2,20.8,2,0,0,0
1990,9,21,30,20.8,3,0,0,0
1990,9,22,30.2,19.6,3,12,3,50
1990,9,23,29.2,21.5,1,0,1,55
1990,9,24,29,18.8,2,29.8,3,0
1990,9,25,29,17.6,4,13.6,4,5
1990,9,26,28.2,19.8,1,0,0,0
1990,9,27,29,19.4,3,58.2,3,5
1990,9,28,29.2,19.3,2,19.8,12,15
1990,9,29,25,19.4,2,11.4,3,30
1990,9,30,27.8,20.8,4,0,0,0
1990,10,1,26,20.4,7,0,0,0
1990,10,2,25,20.4,6,0,0,0
1990,10,3,27,20.8,7,0,0,0
1990,10,4,28,20,5,0,0,0
1990,10,5,27.6,20.8,11,0,0,0
1990,10,6,29.6,19.2,8,0,0,0
1990,10,7,29.6,20.7,5,0,0,0
1990,10,8,30.4,21.4,4,0,0,0
1990,10,9,31.6,21.1,2,0,0,0
1990,10,10,31,21.6,1,0,0,0
1990,10,11,30.8,18.4,2,35,1,40
1990,10,12,30,20.5,2,0,0,0
1990,10,13,30,20.8,2,0.2,0,5
1990,10,14,29.6,20.1,2,0.3,0,5
1990,10,15,29.2,19.6,1,0,0,0
1990,10,16,29,18.8,1,4.4,0,36
1990,10,17,29.1,19.4,1,0,0,0
1990,10,18,28.8,18.7,1,0.2,0,2
1990,10,19,27.7,18.8,2,3,0,51
1990,10,20,26.2,18.6,2,0,0,0
1990,10,21,25.7,18.6,1,0,0,0
1990,10,22,26,19.2,2,0,0,5
1990,10,23,25.5,19.2,1,47,4,20
1990,10,24,23.7,19.6,1,9.4,1,28
1990,10,25,26.6,19,3,9,0,20
1990,10,26,27.6,19.1,2,10.7,0,47
1990,10,27,27.8,19.7,4,1.6,0,20
1990,10,28,25.6,19.1,2,0.2,0,3
1990,10,29,26.2,18.7,2,17.4,1,40
1990,10,30,23,18.7,1,30,1,53
1990,10,31,25.2,18.6,7,6.6,1,55
1990,11,1,24,18.5,2,14.2,7,30
1990,11,2,21,18.2,1,8.2,4,30
1990,11,3,25,15.8,1,0,0,0
1990,11,4,27.2,16.5,2,0,0,0
1990,11,5,27,19.6,2,0,0,0
1990,11,6,29,18.7,2,0,0,0
1990,11,7,30.8,19.3,0,1.4,0,40
1990,11,8,28.2,19.6,1,0,0,0
1990,11,9,28.5,19.8,2,0,0,0
1990,11,10,26,19.8,0,0,0,0
1990,11,11,27.2,16.1,0,0,0,0
1990,11,12,27,15.5,2,0,0,0
1990,11,13,26.2,13.2,3,0,0,0
1990,11,14,28,18,0,0,0,0
1990,11,15,26,17,4,58.6,14,57
1990,11,16,27,20.6,1,2.4,0,25
1990,11,17,26.8,19.1,0,0.8,0,26
1990,11,18,27.8,18.6,1,0,0,5
1990,11,19,27.2,17.7,1,0.2,  ,  
1990,11,20,28.6,17.1,0,0,0,0
1990,11,21,27.2,16.8,1,0,0,0
1990,11,22,24.8,15.6,2,0,0,0
1990,11,23,23.4,18.4,2,1.2,0,25
1990,11,24,24,18.6,1,0,0,0
1990,11,25,27.2,19.6,2,1,3,17
1990,11,26,23,18.7,1,26.4,3,2
1990,11,27,23,18.6,2,5.2,2,25
1990,11,28,26,18.2,4,3.4,0,45
1990,11,29,25.6,14.5,2,0.5,  ,  
1990,11,30,26.6,15.1,1,0,0,0
1990,12,1,26.6,15.5,1,0,0,0
1990,12,2,26.2,16.1,2,0,0,0
1990,12,3,26,15.6,2,0,0,0
1990,12,4,26,19.1,3,0.1,0,5
1990,12,5,23,18.8,2,6.8,7,10
1990,12,6,26,16.6,3,0.6,0,30
1990,12,7,26,16.6,3,0,0,0
1990,12,8,25.4,16.1,2,0,0,0
1990,12,9,25.2,15.6,2,0,0,0
1990,12,10,25.2,15.2,1,0,0,0
1990,12,11,25.2,14.1,1,0,0,0
1990,12,12,25,15.2,2,0,0,0
1990,12,13,25.2,14.6,3,0,0,0
1990,12,14,25,15,2,0,0,0
1990,12,15,24.2,14.5,1,0,0,0
1990,12,16,26,14.6,1,0,0,0
1990,12,17,26,15.3,3,0,0,0
1990,12,18,26.2,14.4,2,0,0,0
1990,12,19,26.8,14.2,0,0,0,0
1990,12,20,26.4,14.4,0,0,0,0
1990,12,21,25.4,15.6,3,0,0,0
1990,12,22,25.2,15,2,0,0,0
1990,12,23,26,15.5,3,0,0,0
1990,12,24,25.4,18.1,2,0,0,0
1990,12,25,25.2,14.6,3,0,0,0
1990,12,26,25.8,14.2,2,0,0,0
1990,12,27,26,13.4,3,0,0,0
1990,12,28,24.8,13.2,3,0,0,0
1990,12,29,25.8,14,2,0,0,0
1990,12,30,24.8,15.7,1,0,0,0
1990,12,31,28,18.2,2,0,0,0
1991,1,1,27,18.5,4,0,0,0
1991,1,2,29,19.7,2,4.2,1,5
1991,1,3,30.6,16.3,1,13,1,55
1991,1,4,29.8,18,0,0,0,0
1991,1,5,27.4,17.6,2,0,0,0
1991,1,6,27.8,17.1,2,0,0,0
1991,1,7,28.8,18.1,2,0,0,0
1991,1,8,26.4,15.1,2,0,0,0
1991,1,9,25.2,15.3,2,0,0,0
1991,1,10,27,15.6,2,0,0,0
1991,1,11,28,16.6,3,0,0,0
1991,1,12,27.8,16.5,1,0,0,0
1991,1,13,28,15.6,1,0,0,0
1991,1,14,28.2,15,2,0,0,0
1991,1,15,29,14.4,3,0,0,0
1991,1,16,27.8,14.8,4,0,0,0
1991,1,17,27.8,16.6,2,0,0,0
1991,1,18,27.8,15.4,2,0,0,0
1991,1,19,28,16.8,4,0,0,0
1991,1,20,27,15.6,3,0,0,0
1991,1,21,29,15.6,  ,0,0,0
1991,1,22,29.2,14.5,1,0,0,0
1991,1,23,29,15.4,2,0,0,0
1991,1,24,28.2,15,1,0,0,0
1991,1,25,27.8,14.6,2,0,0,0
1991,1,26,25.2,13.7,3,0,0,0
1991,1,27,27.4,14.8,3,0,0,0
1991,1,28,28.8,14,3,0,0,0
1991,1,29,30,16.8,4,0,0,0
1991,1,30,30,13.7,5,0,0,0
1991,1,31,27.4,14,4,0,0,0
1991,2,1,28.4,16.6,1,0,0,0
1991,2,2,27.8,18.3,2,0,0,0
1991,2,3,32,19.8,2,0,0,0
1991,2,4,31.2,18.5,2,0,0,0
1991,2,5,30.8,17.5,1,0,0,0
1991,2,6,30,16.6,2,0,0,0
1991,2,7,28.4,14.6,4,0,0,0
1991,2,8,28.6,13.8,1,0,0,0
1991,2,9,29.2,13.5,4,0,0,0
1991,2,10,29.4,14.5,4,0,0,0
1991,2,11,30.8,15,4,0,0,0
1991,2,12,32.2,15.8,4,0,0,0
1991,2,13,32,16.1,4,0,0,0
1991,2,14,32,15,3,0,0,0
1991,2,15,32.8,14.8,4,0,0,0
1991,2,16,32.2,16.1,4,0,0,0
1991,2,17,32.6,16.7,3,0,0,0
1991,2,18,33.5,17.4,4,0,0,0
1991,2,19,32.4,15.6,4,0,0,0
1991,2,20,31.6,16.8,4,0,0,0
1991,2,21,30.6,16.7,6,0,0,0
1991,2,22,29.4,14.8,7,0,0,0
1991,2,23,29.8,14.6,4,0,0,0
1991,2,24,31,17,4,0,0,0
1991,2,25,31.8,17.1,5,0,0,0
1991,2,26,31.2,18.4,8,0,0,0
1991,2,27,32.2,18,7,0,0,0
1991,2,28,33.1,19.5,12,0,0,0
1991,3,1,31.8,18.6,6,0,0,0
1991,3,2,32.4,18.1,6,0,0,0
1991,3,3,32,18.6,7,0,0,0
1991,3,4,32,18.1,8,0,0,0
1991,3,5,33,19.8,6,0,0,0
1991,3,6,33.8,20.8,5,0,0,0
1991,3,7,34,22,3,0,0,0
1991,3,8,35,22.6,2,0,0,0
1991,3,9,34,21.2,6,0,0,0
1991,3,10,34,18.4,7,0,0,0
1991,3,11,34.8,18.1,4,0,0,0
1991,3,12,34.8,18.1,4,0,0,0
1991,3,13,35.4,19.2,5,0,0,0
1991,3,14,36,18.1,7,0,0,0
1991,3,15,36,17.7,6,0,0,0
1991,3,16,35.2,17.1,6,0,0,0
1991,3,17,35,19,6,0,0,0
1991,3,18,35,18.8,4,0,0,0
1991,3,19,36,19.6,8,0,0,0
1991,3,20,36,21.2,3,0,0,0
1991,3,21,37,21.5,4,0,0,0
1991,3,22,37,21,5,0,0,0
1991,3,23,35.8,19.8,9,0,0,0
1991,3,24,35,18.4,5,0,0,0
1991,3,25,37,18.1,2,0,0,0
1991,3,26,35.6,20.1,11,0,0,0
1991,3,27,34.2,18.4,8,0,0,0
1991,3,28,34.8,18.6,8,0,0,0
1991,3,29,33.2,18.8,4,0,0,0
1991,3,30,34,19,3,0,0,0
1991,3,31,36,20,5,0,0,0
1991,4,1,37,20.5,4,0,0,0
1991,4,2,36.8,21.7,4,0,0,0
1991,4,3,35.4,21,4,0,0,0
1991,4,4,34.4,20.6,4,0,0,0
1991,4,5,34.4,20.2,4,0,0,0
1991,4,6,34.4,22.2,3,0,1,15
1991,4,7,33.8,19.6,4,5.8,  ,  
1991,4,8,34,21,4,0,0,0
1991,4,9,34,17.7,5,9.4,4,7
1991,4,10,34.6,19.7,2,2.2,  ,  
1991,4,11,35.2,22.4,3,0,0,0
1991,4,12,35.2,23.1,2,0,0,0
1991,4,13,34.8,21.5,5,0,0,0
1991,4,14,35.6,21,3,0,0,0
1991,4,15,36.4,20.7,4,0,0,0
1991,4,16,37.2,21.6,2,0,0,0
1991,4,17,37.2,22.5,3,0,0,0
1991,4,18,37.2,21.3,6,0,0,0
1991,4,19,37.6,22.6,5,0,0,0
1991,4,20,37.6,23.4,5,0,0,0
1991,4,21,36.8,24.1,2,0,0,2
1991,4,22,35.8,20.7,3,7.4,  ,  
1991,4,23,35.5,22.6,2,0,0,0
1991,4,24,36.2,22.6,2,0,0,0
1991,4,25,35.8,22.6,3,0,0,0
1991,4,26,35.8,24.7,2,0,0,0
1991,4,27,36.2,22,2,0,0,0
1991,4,28,37,24.2,2,0,0,0
1991,4,29,37.8,24.4,6,0,0,0
1991,4,30,37.8,23.9,7,0,0,0
1991,5,1,,,  ,,  ,  
1991,5,2,,,  ,,  ,  
1991,5,3,,,  ,,  ,  
1991,5,4,,,  ,,  ,  
1991,5,5,,,  ,,  ,  
1991,5,6,,,  ,,  ,  
1991,5,7,,,  ,,  ,  
1991,5,8,,,  ,,  ,  
1991,5,9,,,  ,,  ,  
1991,5,10,,,  ,,  ,  
1991,5,11,,,  ,,  ,  
1991,5,12,,,  ,,  ,  
1991,5,13,,,  ,,  ,  
1991,5,14,,,  ,,  ,  
1991,5,15,,,  ,,  ,  
1991,5,16,36.6,22.6,5,0,0,0
1991,5,17,37.2,22.7,6,0,0,0
1991,5,18,37.8,24,4,0,0,0
1991,5,19,38.2,23.5,4,0,0,0
1991,5,20,38,24.5,4,0,0,0
1991,5,21,37,23,4,0,0,0
1991,5,22,37.5,23,4,0,0,0
1991,5,24,37.2,24.5,5,0,0,0
1991,5,25,37.2,22.6,4,0,0,0
1991,5,26,36,24.5,4,0,0,40
1991,5,27,37.4,21.1,7,11.6,0,10
1991,5,28,34.5,23.6,2,0,0,0
1991,5,29,35.4,23.6,3,0,0,0
1991,5,30,36,24.4,3,0,0,0
1991,5,31,34.8,22.6,2,0,0,0
1991,6,1,35.2,23.5,2,0,0,0
1991,6,2,34.2,23.4,4,0,0,0
1991,6,3,33.4,22.5,4,0,0,0
1991,6,4,32.8,23.6,4,0,0,0
1991,6,5,30,20.5,2,23.6,9,15
1991,6,6,23.7,21.6,11,18.6,  ,  
1991,6,7,27.8,22.2,6,0.2,  ,  
1991,6,8,30.6,22,11,0,0,0
1991,6,9,31.8,23,12,0,0,3
1991,6,10,32.2,22.5,14,0.6,  ,  
1991,6,11,32.7,23.6,15,0,0,0
1991,6,12,31.8,23.1,12,0,0,20
1991,6,13,31.2,20.8,10,2.5,  ,  
1991,6,14,30.8,23,6,0,0,0
1991,6,15,33.8,21,5,7.6,9,9
1991,6,16,31.2,20.1,3,8.2,0,15
1991,6,17,31.8,21.2,8,1,0,18
1991,6,18,31.2,21.5,12,0,0,0
1991,6,19,32,22,12,0,0,0
1991,6,20,30.2,21.6,14,0,0,0
1991,6,21,32,19.4,13,1.4,0,52
1991,6,22,30.6,21.2,8,2.4,  ,  
1991,6,23,31.8,19.8,5,1.8,2,0
1991,6,24,31.8,20.5,5,1.6,  ,  
1991,6,25,30.2,21.6,7,0.2,6,33
1991,6,26,30.6,20.3,5,20,0,58
1991,6,27,29,21,8,2.4,  ,  
1991,6,28,29.4,21,6,0,0,0
1991,6,29,30,21.1,5,0,0,0
1991,6,30,29.2,21.4,4,0,0,0
1991,7,1,30.4,20.1,4,7.8,0,30
1991,7,2,28.8,20.5,11,0,0,15
1991,7,3,30.8,21.3,9,2.6,0,15
1991,7,4,30.2,19.8,11,3,  ,  
1991,7,5,26.4,20.1,6,0,0,0
1991,7,6,28.2,20.6,7,0,0,15
1991,7,7,30.6,20.6,8,2,  ,  
1991,7,8,29,20.1,10,0,0,10
1991,7,9,30,20.8,11,0.5,1,0
1991,7,10,29.6,19.7,11,3.8,1,59
1991,7,11,30.2,20.6,10,2.6,  ,  
1991,7,12,30.8,21,13,0,0,0
1991,7,13,30.6,21.4,12,0,0,0
1991,7,14,32,20.1,12,0,0,0
1991,7,15,31,21.4,12,0,0,40
1991,7,16,29.5,18.6,10,12,  ,  
1991,7,17,26.4,20.6,10,0,0,0
1991,7,18,27,20.1,7,0,0,0
1991,7,19,28.4,20,7,0,0,0
1991,7,20,30.6,20,9,0,0,0
1991,7,21,30.6,21,10,0,0,0
1991,7,22,32,21.2,11,0,0,0
1991,7,23,31.8,21,11,0,0,0
1991,7,24,31.4,21.1,15,0,0,0
1991,7,25,32,20.8,14,0,0,0
1991,7,26,30,21.6,13,0,0,0
1991,7,27,31.8,21.5,12,0,0,0
1991,7,28,29,21.4,18,0,0,0
1991,7,29,28.2,20.6,16,2.8,  ,  
1991,7,30,30.8,21.1,12,0,0,0
1991,7,31,32.2,21,6,2.8,  ,  
1991,8,1,32,21.6,8,0.1,0,10
1991,8,2,31,20.6,8,1,0,20
1991,8,3,30.8,22.1,5,0,0,0
1991,8,4,32,20,5,2.2,5,45
1991,8,5,31,19,6,27.5,2,10
1991,8,6,27,19.6,6,3.8,5,50
1991,8,7,26.2,18.6,5,16.4,5,35
1991,8,8,27,18.8,7,16.8,2,15
1991,8,9,28,20.2,8,2.4,1,10
1991,8,10,27.6,19.6,8,0,0,0
1991,8,11,28.2,19.5,6,0,0,0
1991,8,12,30,20.6,7,0.6,0,30
1991,8,13,28.8,20.6,11,8.4,  ,  
1991,8,14,28,20.2,11,0,0,0
1991,8,15,27.8,21.1,12,0,0,0
1991,8,16,28,20.1,12,1.4,0,10
1991,8,17,28.8,20.8,12,0.4,  ,  
1991,8,18,28.7,20.8,11,0,0,0
1991,8,19,29.8,20.1,13,0,0,0
1991,8,20,28.4,20.1,12,0,0,0
1991,8,21,28.2,20.1,17,0,0,0
1991,8,22,29.1,20.7,9,0,0,0
1991,8,23,29.2,20.5,12,0,0,0
1991,8,24,29.8,20.8,12,0,0,0
1991,8,25,30,20,12,0,0,0
1991,8,26,30.8,20.2,13,0,0,0
1991,8,27,29.8,20,10,0,0,0
1991,8,28,31,20.5,11,0,0,0
1991,8,29,29.2,20.6,11,0,0,0
1991,8,30,30.2,20,10,0,0,0
1991,8,31,31.2,19.8,9,0,0,0
1991,9,1,32,20.6,7,0,0,0
1991,9,2,31.8,20.8,4,0,0,0
1991,9,3,33,21.1,4,0,0,0
1991,9,4,31.8,20.2,3,0,0,0
1991,9,5,31.8,22.4,3,0,0,5
1991,9,6,32.2,20.2,3,4.4,0,25
1991,9,7,31.8,20.1,5,0,0,0
1991,9,8,32,21,6,0,0,0
1991,9,9,32.2,20.8,4,0,0,0
1991,9,10,33,22.3,5,0,0,5
1991,9,11,32,21,3,1.2,1,0
1991,9,12,31.5,20.2,4,12.4,1,15
1991,9,13,31.8,19.8,2,0,3,35
1991,9,14,31,18.6,3,36,3,0
1991,9,15,29.2,20.6,1,0,0,0
1991,9,16,30.2,20.6,2,0,0,0
1991,9,17,30,21,2,0,1,30
1991,9,18,31,19.8,4,22.6,1,25
1991,9,19,28.6,20.4,7,0,0,0
1991,9,20,27.4,20.4,9,0,0,0
1991,9,21,26.2,19.6,6,1.2,1,50
1991,9,22,26.2,20.1,8,0,0,0
1991,9,23,28.4,19.2,9,0.2,0,12
1991,9,24,28,19.6,7,0.2,0,5
1991,9,25,29,20.6,7,0,0,0
1991,9,26,31,20,4,0,0,0
1991,9,27,32,21.1,2,0,0,0
1991,9,28,33,21,2,0,0,5
1991,9,29,32,20.4,2,0.5,0,5
1991,9,30,32,18.8,1,0,0,0
1991,10,1,33,19.8,1,0,0,0
1991,10,2,32,20.5,4,0,0,0
1991,10,3,30.2,18.6,2,0,0,0
1991,10,4,32,19.7,4,0,0,0
1991,10,5,32,21.2,4,0,0,0
1991,10,6,31.8,20.1,2,0.5,0,45
1991,10,7,30,20.4,1,1.2,0,45
1991,10,8,31.4,19.6,2,2,4,40
1991,10,9,32,18.4,2,30.2,1,5
1991,10,10,30.2,18.8,1,33.4,0,35
1991,10,11,29,20.4,4,0,0,0
1991,10,12,30,20.4,6,0,0,0
1991,10,13,29.6,18.7,4,0,0,0
1991,10,14,29.4,19.5,3,0,0,0
1991,10,15,29.2,18.6,1,0,0,0
1991,10,16,30.4,18.1,1,8,5,45
1991,10,17,29.1,18.8,1,0,0,0
1991,10,18,29.2,18.5,1,0,0,0
1991,10,19,29,18,1,0,0,0
1991,10,20,29,17.8,2,0,0,0
1991,10,21,28.6,17.7,2,0,0,0
1991,10,22,29,18,2,0.2,0,5
1991,10,23,29.2,17.8,3,0,0,0
1991,10,24,28.8,17.4,3,4.1,0,15
1991,10,25,28,16.2,2,0,0,0
1991,10,26,28.8,16.1,2,0,0,0
1991,10,27,29.2,19.6,2,0,0,0
1991,10,28,24,19,5,1.3,0,55
1991,10,29,22.1,18.6,10,118.6,21,54
1991,10,30,21.7,19,12,138.2,13,14
1991,10,31,23,19.1,3,34.4,6,40
1991,11,1,23.8,19.5,2,6.4,0,40
1991,11,2,25.4,19.6,1,0.2,  ,  
1991,11,3,27.2,20.5,0,0,0,0
1991,11,4,29,18,1,,  ,  
1991,11,5,27.6,18.6,0,20,  ,  
1991,11,6,27.8,17.1,2,0,0,0
1991,11,7,27.2,15.6,1,0,0,0
1991,11,8,26.6,16.8,1,0,0,0
1991,11,9,27,18.1,1,0,0,0
